run,environment,distance,experiment,rx_label,tx_label,mean,trim_mean,median,std,dis1,dis2,dis21,conteo,cv,q1,q3,q3q1_ran,max,min,range,skew,kur
3,indoor,1.8,X-d1.8m0dbm_in_M-R_bluetooth_le_null_C.csv,C,D,-75.065625,-75.19140625,-76.0,1.9082578138219501,1.725136718749998,1.415625,3.684879797976607,7.0,-0.025381442277004184,-76.0,-73.0,3.0,-72.0,-79.0,7.0,0.6062624451881443,-1.2448172356959646
1,indoor,1.8,X-d1.8m0dbm_in_M-R_bluetooth_le_null_D.csv,D,C,-71.14124293785311,-70.7394366197183,-69.0,6.0617544027614265,5.358677263876923,4.762711864406779,11.500462952177484,17.0,-0.08508688206391286,-79.0,-65.0,14.0,-63.0,-84.0,21.0,-0.57520920915948,-1.2391245221953886
2,indoor,1.8,X-d1.8m0dbm_in_M-R_bluetooth_le_null_D.csv,D,C,-72.17355371900827,-72.21305841924399,-72.0,1.6917627177298729,1.4989413291441853,1.4793388429752066,2.3893414744702994,7.0,-0.02340789350014686,-74.0,-70.0,4.0,-69.0,-75.0,6.0,0.177298745525623,-1.565200606590761
3,indoor,1.8,X-d1.8m0dbm_in_M-R_bluetooth_le_null_D.csv,D,C,-73.68787878787879,-73.91287878787878,-75.0,2.0956254299635155,1.8816712580348904,1.4515151515151514,4.899702408237554,7.0,-0.028396092617118108,-75.0,-71.0,4.0,-69.0,-77.0,8.0,0.8315678122016505,-1.0388133087182791
1,indoor,2.0,X-d2.0m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,-63.9741935483871,-64.04289544235925,-64.0,0.9931775054268273,0.7794935830731863,0.7698924731182796,1.7985056682687546,5.0,-0.015507956299586522,-65.0,-63.0,2.0,-62.0,-66.0,4.0,0.31835433569130805,-0.6886590186527819
2,indoor,2.0,X-d2.0m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,-63.902970297029704,-63.97037037037037,-64.0,1.0002435661259215,0.845799431428293,0.8217821782178217,1.7861815934964054,5.0,-0.015637031120202313,-65.0,-63.0,2.0,-62.0,-66.0,4.0,0.2456161310163204,-1.020946162408521
3,indoor,2.0,X-d2.0m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,-63.94871794871795,-64.05651105651106,-64.0,1.076763804116333,0.8549031507611361,0.8323471400394478,1.8348678633540134,5.0,-0.016821312721253433,-65.0,-63.0,2.0,-62.0,-66.0,4.0,0.6681822486224515,-0.8077066115702474
4,indoor,2.0,X-d2.0m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,-77.73618090452261,-77.15,-74.0,6.716140750969892,6.10115906163989,4.585427135678392,13.309776003373464,7.0,-0.08628798075295747,-88.0,-73.0,15.0,-72.0,-89.0,17.0,-0.8672492877661258,-1.2057789820509224
5,indoor,2.0,X-d2.0m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,-78.00847457627118,-77.51058201058201,-74.0,6.896869362976802,6.422436081585725,5.029661016949152,13.205182849453243,6.0,-0.08831809006531018,-88.0,-73.0,15.0,-72.0,-89.0,17.0,-0.7092449329887482,-1.4425796562386077
6,indoor,2.0,X-d2.0m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,-78.31666666666666,-78.00892857142857,-74.0,6.545395607563132,6.264523809523793,5.097619047619047,12.359433859587853,7.0,-0.08347646937086256,-87.0,-73.0,14.0,-72.0,-88.0,16.0,-0.5409054528696476,-1.667896166581496
1,indoor,2.0,X-d2.0m0dbm_in_M-R_bluetooth_le_null_C.csv,C,D,-73.36811594202898,-73.35379061371842,-73.0,2.606035746512269,2.2587187565637517,2.2405797101449276,4.729436919659268,12.0,-0.03546848803281898,-76.0,-71.0,5.0,-68.0,-79.0,11.0,0.037213716165725094,-1.143525224354659
2,indoor,2.0,X-d2.0m0dbm_in_M-R_bluetooth_le_null_C.csv,C,D,-73.96646341463415,-73.71212121212122,-73.0,3.3966304122878603,2.9329082391433667,2.8445121951219514,6.715018141609911,13.0,-0.045851167041741824,-78.0,-71.0,7.0,-69.0,-81.0,12.0,-0.5319846496557957,-1.0853698957874391
3,indoor,2.0,X-d2.0m0dbm_in_M-R_bluetooth_le_null_C.csv,C,D,-74.30421686746988,-74.07142857142857,-73.0,3.0277039531220473,2.686057482943829,2.4126506024096384,7.6591752504886275,13.0,-0.04068599127614223,-77.0,-72.0,5.0,-70.0,-83.0,13.0,-0.6369123131441433,-0.90029189116196
1,indoor,2.0,X-d2.0m0dbm_in_M_R_bluetooth_le_null_B.csv,B,A,-63.20990566037736,-63.13823529411765,-63.0,1.0611541914487965,0.8884611961552131,0.8231132075471698,1.8392765052932998,4.0,-0.01676797458560638,-64.0,-62.0,2.0,-62.0,-65.0,3.0,-0.4419777379827896,-1.0248108797839826
2,indoor,2.0,X-d2.0m0dbm_in_M_R_bluetooth_le_null_B.csv,B,A,-63.2,-63.125,-63.0,1.0782316629235822,0.9333333333333319,0.8888888888888888,1.830410045949738,4.0,-0.017041660782071213,-64.0,-62.0,2.0,-62.0,-65.0,3.0,-0.3436430970862605,-1.1843043995243792
3,indoor,2.0,X-d2.0m0dbm_in_M_R_bluetooth_le_null_B.csv,B,A,-63.00987654320988,-62.96923076923077,-63.0,0.8759160605427521,0.699881115683587,0.6962962962962963,1.7038963601001236,4.0,-0.013884077581833357,-64.0,-62.0,2.0,-62.0,-65.0,3.0,-0.29065657718057614,-0.998912716314718
4,indoor,2.0,X-d2.0m0dbm_in_M_R_bluetooth_le_null_B.csv,B,A,-78.0359477124183,-77.3089430894309,-73.0,7.132609155224438,6.331325558545871,5.310457516339869,17.092222640321634,13.0,-0.091252111834789,-88.0,-73.0,15.0,-71.0,-93.0,22.0,-0.8238143463642964,-1.0785643649688887
5,indoor,2.0,X-d2.0m0dbm_in_M_R_bluetooth_le_null_B.csv,B,A,-82.83122362869199,-82.95287958115183,-87.0,7.744119952284547,7.309156296177606,6.447257383966245,13.584178633385907,10.0,-0.09329531229300925,-88.0,-73.0,15.0,-72.0,-93.0,21.0,0.3354087870420794,-1.6204604160006058
6,indoor,2.0,X-d2.0m0dbm_in_M_R_bluetooth_le_null_B.csv,B,A,-78.93777777777778,-78.58011049723757,-74.0,6.922765526845651,6.683654320987653,6.182222222222222,14.667816638184487,10.0,-0.08750391341847652,-86.0,-73.0,13.0,-72.0,-91.0,19.0,-0.33140209163045076,-1.7218777617022736
53,indoor,2.0,X-d2.0m0dbm_in_R-10_bluetooth_le_null_A.csv,A,B,-73.66369426751592,-73.5087440381558,-73.0,3.756493576201226,3.0633875613615125,2.994904458598726,10.245363675511213,20.0,-0.05096269173003135,-76.0,-72.0,4.0,-67.0,-86.0,19.0,-0.3727624752768878,-0.04062317690067774
53,indoor,2.0,X-d2.0m0dbm_in_R-10_bluetooth_le_null_B.csv,B,A,-69.576,-69.85148514851485,-70.0,2.9899401223910607,2.2625279999999974,2.232,7.654484450217647,13.0,-0.04280148824625371,-71.0,-68.0,3.0,-61.0,-74.0,13.0,0.8983009131004394,0.9295248467589117
54,indoor,2.0,X-d2.0m0dbm_in_R-11_bluetooth_le_null_A.csv,A,B,-63.31738730450782,-63.13892078071183,-62.0,2.7045254653233908,2.4624969003079835,2.2741490340386386,6.713049608078411,12.0,-0.04269413603758366,-66.0,-61.0,5.0,-59.0,-71.0,12.0,-0.4825826529466542,-0.9758320423786948
54,indoor,2.0,X-d2.0m0dbm_in_R-11_bluetooth_le_null_B.csv,B,A,-54.70649350649351,-54.19417475728155,-54.0,2.234806203283355,1.5522482712093129,1.2935064935064935,6.8807477673150395,10.0,-0.04079775228526103,-55.0,-53.0,2.0,-53.0,-62.0,9.0,-2.013220808452059,3.422162139769001
1,indoor,2.0,X-d2.0m0dbm_in_R-1_bluetooth_le_null_A.csv,A,B,-68.3076923076923,-67.76190476190476,-66.0,4.517514852952905,3.933925049309668,3.6538461538461537,10.526785646880642,12.0,-0.0659224782453062,-73.0,-65.0,8.0,-63.0,-78.0,15.0,-0.7917366645691528,-0.6993313198269409
44,indoor,2.0,X-d2.0m0dbm_in_R-1_bluetooth_le_null_A.csv,A,B,-73.51872246696036,-73.2293956043956,-73.0,3.183592466090028,2.605850588988724,2.602422907488987,11.620343947705727,19.0,-0.0432793007934283,-75.0,-71.0,4.0,-69.0,-89.0,20.0,-0.8133748398050478,1.0224379374147823
1,indoor,2.0,X-d2.0m0dbm_in_R-1_bluetooth_le_null_B.csv,B,A,-67.11805555555556,-66.62931034482759,-66.0,4.233559774058746,3.4907407407407387,3.3819444444444446,9.45107676504844,11.0,-0.06285692082735639,-71.0,-64.0,7.0,-62.0,-77.0,15.0,-0.8509359047767318,-0.39316115091758297
44,indoor,2.0,X-d2.0m0dbm_in_R-1_bluetooth_le_null_B.csv,B,A,-72.53603603603604,-72.34269662921348,-72.0,2.580129176772215,2.0872494115737323,1.9954954954954955,7.7765782237336065,15.0,-0.03549010473814512,-75.0,-71.0,4.0,-68.0,-82.0,14.0,-0.8583662643733594,0.7344015279885516
1,indoor,2.0,X-d2.0m0dbm_in_R-1_bluetooth_le_null_C.csv,C,D,-81.25153374233129,-80.37404580152672,-78.0,7.422308348038411,6.244344913244756,5.754601226993865,16.837716724947523,23.0,-0.0910691178703388,-86.0,-75.0,11.0,-74.0,-99.0,25.0,-0.8880278789510033,-0.6339108014248698
1,indoor,2.0,X-d2.0m0dbm_in_R-1_bluetooth_le_null_D.csv,D,C,-79.24083769633508,-78.3921568627451,-76.0,6.807473240942671,5.763164386941148,5.293193717277487,15.329165547216782,22.0,-0.08568346121875958,-84.5,-73.0,11.5,-72.0,-94.0,22.0,-0.8511848257238501,-0.6625436984198743
70,indoor,2.0,X-d2.0m0dbm_in_R-1_bluetooth_le_null_D.csv,D,C,-72.10473457675754,-72.10912343470483,-73.0,3.8769422970382514,3.4137654921996217,3.2223816355810615,5.8168189992844,13.0,-0.05372962202473241,-76.0,-67.0,9.0,-66.0,-80.0,14.0,0.26881510826695604,-1.444635431502691
45,indoor,2.0,X-d2.0m0dbm_in_R-2_bluetooth_le_null_A.csv,A,B,-69.58130081300813,-69.09137055837563,-68.0,5.65932605966493,4.907090686760512,4.449186991869919,15.148889034527668,25.0,-0.08129266898984154,-76.0,-64.0,12.0,-62.0,-89.0,27.0,-0.6477732151941404,-0.8075379634977233
45,indoor,2.0,X-d2.0m0dbm_in_R-2_bluetooth_le_null_B.csv,B,A,-65.64406779661017,-64.53125,-63.0,5.354964824241951,3.919563343866701,2.830508474576271,15.080359517002911,13.0,-0.0812293661311064,-64.0,-63.0,1.0,-62.0,-81.0,19.0,-1.8338756623503392,1.7346410500467524
71,indoor,2.0,X-d2.0m0dbm_in_R-2_bluetooth_le_null_D.csv,D,C,-71.89880952380952,-71.91449814126393,-73.0,3.8749297474750914,3.4991496598639302,3.267857142857143,6.186465496937864,14.0,-0.05385409810641754,-75.0,-67.0,8.0,-65.0,-78.0,13.0,0.30521360195971536,-1.4891752321444496
46,indoor,2.0,X-d2.0m0dbm_in_R-3_bluetooth_le_null_A.csv,A,B,-66.80645161290323,-66.38665132336018,-64.0,4.986083477940798,4.579991080719511,4.082027649769585,11.871241704306826,13.0,-0.07460035810344681,-72.0,-62.0,10.0,-62.0,-78.0,16.0,-0.6069391929456798,-1.1637903720878704
46,indoor,2.0,X-d2.0m0dbm_in_R-3_bluetooth_le_null_B.csv,B,A,-63.59836065573771,-63.01020408163265,-63.0,2.8420102187938165,1.5382961569470588,1.1557377049180328,11.400628440480244,10.0,-0.04450332745099162,-63.0,-63.0,0.0,-61.0,-77.0,16.0,-3.4237150362744853,11.911848382139661
72,indoor,2.0,X-d2.0m0dbm_in_R-3_bluetooth_le_null_D.csv,D,C,-72.19203413940257,-72.32682060390763,-73.0,3.919975033203794,3.410439712753114,3.2460881934566146,6.25880393518399,11.0,-0.0542606404469099,-75.0,-67.0,8.0,-66.0,-78.0,12.0,0.4431770712074749,-1.326167882232513
47,indoor,2.0,X-d2.0m0dbm_in_R-4_bluetooth_le_null_A.csv,A,B,-66.88824662813101,-66.13822115384616,-65.0,6.440667308579936,5.2987106522473795,4.984585741811175,16.848219353580248,29.0,-0.09624357708004636,-72.0,-61.0,11.0,-58.0,-88.0,30.0,-0.8746028901106498,-0.36563703462547137
47,indoor,2.0,X-d2.0m0dbm_in_R-4_bluetooth_le_null_B.csv,B,A,-58.44202898550725,-58.55357142857143,-59.0,2.765845169709135,1.9131484982146596,1.7028985507246377,11.0720756456607,12.0,-0.04715451908518214,-60.0,-58.0,2.0,-53.0,-73.0,20.0,-0.4581750747693046,4.842591465906534
74,indoor,2.0,X-d2.0m0dbm_in_R-4_bluetooth_le_null_D.csv,D,C,-69.25793103448275,-68.97074010327023,-68.0,2.7053167665528344,2.493884423305578,2.0965517241379312,6.1349265366593375,8.0,-0.03903452422949986,-72.0,-67.0,5.0,-66.0,-76.0,10.0,-0.7148651451794605,-1.220266068352821
48,indoor,2.0,X-d2.0m0dbm_in_R-5_bluetooth_le_null_A.csv,A,B,-63.515068493150686,-63.35689851767389,-62.0,3.0211777444089085,2.7869493963845473,2.5251141552511416,7.113661884013739,12.0,-0.047544590090650866,-67.0,-61.0,6.0,-60.0,-71.0,11.0,-0.5064874507780629,-1.2033928764416855
48,indoor,2.0,X-d2.0m0dbm_in_R-5_bluetooth_le_null_B.csv,B,A,-55.32247557003257,-55.21052631578947,-55.0,1.2141256282065271,0.8364651083831108,0.7198697068403909,4.145634656682547,7.0,-0.02191056346489049,-56.0,-55.0,1.0,-53.0,-60.0,7.0,-1.3283911559714998,3.5805454547616273
82,indoor,2.0,X-d2.0m0dbm_in_R-5_bluetooth_le_null_D.csv,D,C,-73.62380952380953,-73.62698412698413,-74.0,2.336495159378224,2.0034013605442147,1.9317460317460318,3.758044211969621,10.0,-0.031710394732337,-76.0,-71.0,5.0,-69.0,-78.0,9.0,0.06363184987238274,-1.2813366951816605
49,indoor,2.0,X-d2.0m0dbm_in_R-6_bluetooth_le_null_A.csv,A,B,-75.15885947046843,-74.28625954198473,-72.5,5.572359513071856,4.650395510222717,4.382892057026477,15.565118524535393,26.0,-0.07410332699788741,-78.0,-71.0,7.0,-68.0,-93.0,25.0,-1.0827947530505713,0.24589514861160966
49,indoor,2.0,X-d2.0m0dbm_in_R-6_bluetooth_le_null_B.csv,B,A,-65.09734513274336,-64.6923076923077,-64.0,2.4566404243321167,1.7022476309812797,1.5398230088495575,11.976382670541742,12.0,-0.03757059789605935,-66.0,-64.0,2.0,-62.0,-79.0,17.0,-2.369716909222031,8.36161762609619
50,indoor,2.0,X-d2.0m0dbm_in_R-7_bluetooth_le_null_A.csv,A,B,-69.95031616982837,-69.65614430665164,-67.0,6.7637922442825005,6.116711507374045,5.730803974706414,14.166090317072557,22.0,-0.09665055019307692,-77.0,-62.0,15.0,-61.0,-86.0,25.0,-0.2892961674655494,-1.3463585751838347
50,indoor,2.0,X-d2.0m0dbm_in_R-7_bluetooth_le_null_B.csv,B,A,-57.49469964664311,-56.06167400881057,-55.0,5.677110333233719,3.9383435927530512,2.5159010600706715,16.582429057423848,11.0,-0.09856684636106179,-55.0,-55.0,0.0,-54.0,-76.0,22.0,-2.052266141705158,2.4101864836893663
51,indoor,2.0,X-d2.0m0dbm_in_R-8_bluetooth_le_null_A.csv,A,B,-63.25818521983162,-63.10501750291715,-63.0,1.4632645507346824,1.0815454850139226,0.9953227315247896,5.025106849385021,9.0,-0.023120802112859586,-64.0,-62.0,2.0,-61.0,-70.0,9.0,-1.0400211585770867,1.4366071497136454
51,indoor,2.0,X-d2.0m0dbm_in_R-8_bluetooth_le_null_B.csv,B,A,-57.774869109947645,-57.794117647058826,-58.0,1.2721927496537815,0.8135467777747317,0.7015706806282722,2.7282397602379085,7.0,-0.021990988543438984,-58.0,-57.25,0.75,-55.0,-61.0,6.0,0.10870797003809064,1.4713629448978542
52,indoor,2.0,X-d2.0m0dbm_in_R-9_bluetooth_le_null_A.csv,A,B,-75.74439024390244,-75.47503045066992,-74.0,3.415416313944909,2.9576147531231642,2.608780487804878,10.861015186271331,19.0,-0.04506934229267968,-79.0,-73.0,6.0,-67.0,-89.0,22.0,-0.8519170815263443,0.21131925223419357
52,indoor,2.0,X-d2.0m0dbm_in_R-9_bluetooth_le_null_B.csv,B,A,-71.84848484848484,-72.08490566037736,-73.0,2.7503916403561863,1.9898989898989905,1.803030303030303,6.879425477020792,11.0,-0.03813516303845069,-73.0,-71.0,2.0,-65.0,-77.0,12.0,0.8887338877519686,0.9189115232510439
1,indoor,3.0,X-d3.0m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,-70.4367816091954,-70.17857142857143,-70.0,2.4338705796061832,2.035671819262784,1.8850574712643677,4.511555734753867,7.0,-0.034454535904778795,-72.0,-68.0,4.0,-68.0,-75.0,7.0,-0.6644997505426334,-0.8562462712455003
2,indoor,3.0,X-d3.0m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,-70.2807881773399,-69.98159509202453,-70.0,2.243797913955577,1.7213230119634055,1.6009852216748768,4.498751832173543,8.0,-0.031847458646769,-71.0,-68.0,3.0,-68.0,-75.0,7.0,-0.9356507121405442,-0.1512047376914074
3,indoor,3.0,X-d3.0m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,-70.30813953488372,-70.01449275362319,-70.0,2.315304540426399,1.7448620876149235,1.5872093023255813,4.55273548181876,8.0,-0.032834949238384877,-70.0,-68.0,2.0,-68.0,-75.0,7.0,-1.0001860995760488,-0.12929596379499042
4,indoor,3.0,X-d3.0m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,-70.24293785310735,-69.9090909090909,-71.0,2.509701259291341,2.1823230872354675,2.169491525423729,5.207089043370182,7.0,-0.03562780462097096,-72.0,-68.0,4.0,-68.0,-77.0,9.0,-0.8955634440650568,0.3241902286932361
1,indoor,3.0,X-d3.0m0dbm_in_M-R_bluetooth_le_null_B.csv,B,A,-69.81025641025641,-69.64331210191082,-69.0,2.2794232938336756,1.8895463510848185,1.7025641025641025,4.5083575309439246,8.0,-0.03256786643085539,-71.0,-68.5,2.5,-67.0,-74.0,7.0,-0.5987246280613158,-0.8023835710711795
2,indoor,3.0,X-d3.0m0dbm_in_M-R_bluetooth_le_null_B.csv,B,A,-69.48076923076923,-69.23809523809524,-69.0,2.2734798254078727,1.7660872781065071,1.5673076923076923,4.512707195787256,7.0,-0.03264224288707343,-70.0,-67.75,2.25,-67.0,-74.0,7.0,-0.8694192726530097,-0.3606216306488177
3,indoor,3.0,X-d3.0m0dbm_in_M-R_bluetooth_le_null_B.csv,B,A,-69.55392156862744,-69.32317073170732,-69.0,2.2043473199835577,1.7056901191849296,1.4558823529411764,4.516717914075846,8.0,-0.03161486543046839,-70.0,-68.0,2.0,-67.0,-74.0,7.0,-0.9290494044790787,-0.23144536552228834
4,indoor,3.0,X-d3.0m0dbm_in_M-R_bluetooth_le_null_B.csv,B,A,-68.16847826086956,-67.9391891891892,-67.0,1.819411383097727,1.607632325141776,1.1793478260869565,6.240839343094044,7.0,-0.026617296453406825,-70.0,-67.0,3.0,-66.0,-75.0,9.0,-1.0753125036094895,-0.26272981882265434
1,indoor,3.0,X-d3.0m0dbm_in_M-R_bluetooth_le_null_C.csv,C,D,-80.10879629629629,-80.15895953757226,-81.0,4.598468062793711,3.93980409807956,3.8449074074074074,8.284872857653394,20.0,-0.05733630875192853,-83.0,-76.0,7.0,-72.0,-91.0,19.0,0.08514357424507993,-0.7752380163442778
2,indoor,3.0,X-d3.0m0dbm_in_M-R_bluetooth_le_null_C.csv,C,D,-80.25813449023862,-80.33333333333333,-80.0,3.154803789000269,2.6161273474150795,2.596529284164859,6.061941027097055,16.0,-0.03926555551451528,-83.0,-78.0,5.0,-72.0,-87.0,15.0,0.12242709879215743,-0.715122704977738
3,indoor,3.0,X-d3.0m0dbm_in_M-R_bluetooth_le_null_C.csv,C,D,-79.74891774891775,-79.82432432432432,-80.0,3.031603049122678,2.26420044601863,2.2337662337662336,6.244131846990018,15.0,-0.037973183857406806,-82.0,-78.0,4.0,-73.0,-88.0,15.0,0.01927227978095163,-0.08205885190824125
1,indoor,3.0,X-d3.0m0dbm_in_M-R_bluetooth_le_null_D.csv,D,C,-78.31542056074767,-78.19767441860465,-79.0,4.628194377408943,3.9002860511835102,3.871495327102804,8.491049916299668,22.0,-0.05902776762638061,-81.0,-74.0,7.0,-69.0,-90.0,21.0,-0.15861776739651787,-0.6572662315216111
2,indoor,3.0,X-d3.0m0dbm_in_M-R_bluetooth_le_null_D.csv,D,C,-78.50210970464136,-78.5078947368421,-78.0,3.4422133503080192,2.7806263241289684,2.7721518987341773,9.022925381624766,21.0,-0.043802394857709,-81.0,-76.0,5.0,-70.0,-90.0,20.0,-0.04253834846021734,-0.12746109718507892
3,indoor,3.0,X-d3.0m0dbm_in_M-R_bluetooth_le_null_D.csv,D,C,-77.82917466410748,-77.83932853717026,-78.0,3.104524163064144,2.1936406069827243,2.163147792706334,8.90981140231541,18.0,-0.0398506518363402,-79.0,-76.0,3.0,-71.0,-90.0,19.0,-0.13304053963777954,0.5027061770423424
64,indoor,3.0,X-d3.0m0dbm_in_R-10_bluetooth_le_null_A.csv,A,B,-70.14158415841584,-69.80569306930693,-69.0,4.161358114025771,3.4092245858249073,3.3376237623762375,12.68709758185415,21.0,-0.05929859690914159,-73.0,-67.0,6.0,-64.0,-86.0,22.0,-0.7826215776353617,0.1611273111804854
64,indoor,3.0,X-d3.0m0dbm_in_R-10_bluetooth_le_null_B.csv,B,A,-62.26271186440678,-61.489583333333336,-61.0,3.9449805088762573,2.865555874748643,2.6186440677966103,11.805904914145708,15.0,-0.0630911954520466,-63.75,-60.0,3.75,-59.0,-75.0,16.0,-1.7402814772498834,2.436966749940704
55,indoor,3.0,X-d3.0m0dbm_in_R-1_bluetooth_le_null_A.csv,A,B,-74.16851664984864,-73.32660781841109,-69.0,7.328432089359835,6.566211951967253,5.82643794147326,17.72731561192844,25.0,-0.09875799049905253,-82.0,-68.0,14.0,-66.0,-92.0,26.0,-0.7442558471637057,-1.1031473177385014
76,indoor,3.0,X-d3.0m0dbm_in_R-1_bluetooth_le_null_D.csv,D,C,-77.54430379746836,-77.28955696202532,-76.0,2.1372279189529846,1.9255568017945803,1.6227848101265823,7.3499544662403675,13.0,-0.027543929213682754,-80.0,-76.0,4.0,-74.0,-86.0,12.0,-0.8391821117213555,-0.5467437357284748
56,indoor,3.0,X-d3.0m0dbm_in_R-2_bluetooth_le_null_A.csv,A,B,-73.88208409506399,-73.6917808219178,-74.0,4.061038051201406,3.3883957367592714,3.3793418647166362,11.610399692213369,23.0,-0.054941351834955944,-77.0,-70.0,7.0,-67.0,-90.0,23.0,-0.3681480614773933,-0.24894765557835807
56,indoor,3.0,X-d3.0m0dbm_in_R-2_bluetooth_le_null_B.csv,B,A,-68.31428571428572,-68.28478964401295,-68.0,3.5040792554637523,2.8581818181818206,2.8181818181818183,11.297646981929951,18.0,-0.05122684820188678,-71.0,-66.0,5.0,-62.0,-83.0,21.0,-0.275361139515527,0.2280259411277612
77,indoor,3.0,X-d3.0m0dbm_in_R-2_bluetooth_le_null_D.csv,D,C,-77.72727272727273,-77.50434782608696,-77.0,2.076636697737911,1.9224411951684708,1.7342657342657342,4.301441704787562,7.0,-0.02662338351875005,-80.0,-76.0,4.0,-75.0,-82.0,7.0,-0.6178377404511642,-1.273645505977744
57,indoor,3.0,X-d3.0m0dbm_in_R-3_bluetooth_le_null_A.csv,A,B,-72.59560229445506,-72.50954653937947,-72.5,3.8263678194243003,3.148183556405351,3.1481835564053537,8.300509633277148,16.0,-0.05268278261312259,-76.0,-68.0,8.0,-63.0,-83.0,20.0,-0.14874694202076827,-0.7938704430458974
57,indoor,3.0,X-d3.0m0dbm_in_R-3_bluetooth_le_null_B.csv,B,A,-63.02133333333333,-62.27242524916944,-61.0,3.554702140598828,2.7468657777777867,2.021333333333333,10.427759678960186,11.0,-0.0563294869534567,-62.5,-61.0,1.5,-61.0,-74.0,13.0,-1.630467605953543,1.070174777342757
78,indoor,3.0,X-d3.0m0dbm_in_R-3_bluetooth_le_null_D.csv,D,C,-77.6008174386921,-77.37585034013605,-77.0,1.919967424382869,1.7029675771592283,1.5245231607629428,5.181127561731566,10.0,-0.024724727937498605,-80.0,-76.0,4.0,-75.0,-84.0,9.0,-0.8370495270405195,-0.6155339389003989
58,indoor,3.0,X-d3.0m0dbm_in_R-4_bluetooth_le_null_A.csv,A,B,-64.08232931726907,-63.87092731829574,-63.0,2.0747946549683816,1.851353203980588,1.6164658634538152,5.937471524128705,8.0,-0.03236075922820367,-66.0,-62.0,4.0,-62.0,-70.0,8.0,-0.8702077744842303,0.026633506966099674
58,indoor,3.0,X-d3.0m0dbm_in_R-4_bluetooth_le_null_B.csv,B,A,-56.98087431693989,-56.68027210884354,-56.0,1.6443061743846217,1.3081459583743913,0.9972677595628415,6.799774039550105,9.0,-0.028817710112160336,-57.0,-56.0,1.0,-55.0,-65.0,10.0,-1.5894101724478205,2.066580522206668
4,indoor,3.0,X-d3.0m0dbm_in_R-4_bluetooth_le_null_C.csv,C,D,-83.72388059701493,-83.56481481481481,-84.0,2.4167081041829817,1.814992203163288,1.7985074626865671,5.848900484275077,13.0,-0.028757310728691414,-85.0,-82.0,3.0,-79.0,-91.0,12.0,-0.7620813210883011,0.9416696093958832
4,indoor,3.0,X-d3.0m0dbm_in_R-4_bluetooth_le_null_D.csv,D,C,-82.8225806451613,-82.74,-83.0,2.882515006679314,2.278009018383627,2.274193548387097,12.475212090263936,13.0,-0.03470980794157277,-85.0,-80.0,5.0,-78.0,-99.0,21.0,-0.9342100345729066,3.984180113603074
79,indoor,3.0,X-d3.0m0dbm_in_R-4_bluetooth_le_null_D.csv,D,C,-77.55802469135803,-77.44444444444444,-77.0,1.9643839998257862,1.6932845602804432,1.5679012345679013,7.269654523741071,12.0,-0.025312287805641646,-79.0,-76.0,3.0,-74.0,-87.0,13.0,-0.6793051717347514,-0.192165878360556
59,indoor,3.0,X-d3.0m0dbm_in_R-5_bluetooth_le_null_A.csv,A,B,-65.75522388059701,-65.14658385093168,-60.0,8.703835823500864,8.350236875324905,7.122388059701493,17.961048483775283,13.0,-0.1323013437685529,-76.0,-58.0,18.0,-57.0,-82.0,25.0,-0.4939160782459931,-1.63861310673907
59,indoor,3.0,X-d3.0m0dbm_in_R-5_bluetooth_le_null_B.csv,B,A,-51.829268292682926,-51.196969696969695,-51.0,3.144063394902021,1.324806662700767,0.8292682926829268,16.890195707250157,8.0,-0.060569385988559786,-51.0,-51.0,0.0,-51.0,-73.0,22.0,-5.383526088106246,28.61333464456102
80,indoor,3.0,X-d3.0m0dbm_in_R-5_bluetooth_le_null_D.csv,D,C,-75.90133982947624,-75.92846270928463,-76.0,1.370867860325242,1.0089593956450782,0.9780755176613886,5.811815139589935,10.0,-0.018050178457039427,-77.0,-75.0,2.0,-72.0,-84.0,12.0,-0.06152659911859981,1.2850023082222863
60,indoor,3.0,X-d3.0m0dbm_in_R-6_bluetooth_le_null_A.csv,A,B,-69.24171888988361,-69.20558659217878,-70.0,4.459569057942147,3.775389540181894,3.5819158460161145,7.287032759704422,18.0,-0.06437697469599545,-73.0,-64.0,9.0,-62.0,-79.0,17.0,0.1562287591868807,-1.0334070437968783
60,indoor,3.0,X-d3.0m0dbm_in_R-6_bluetooth_le_null_B.csv,B,A,-62.680851063829785,-62.71854304635762,-63.0,2.9219637815047492,1.9009732910819428,1.7074468085106382,7.0158201171172,14.0,-0.04655449878070249,-64.0,-63.0,1.0,-57.0,-72.0,15.0,0.34618259191528317,0.8243194049111948
