run,environment,distance,experiment,rx_label,tx_label,mean,trim_mean,median,std,dis1,dis2,dis21,conteo,cv,q1,q3,q3q1_ran,max,min,range,skew,kur
2,indoor,0.5,X-d0.5m0dbm_in_M-R_bluetooth_le_null_D.csv,D,C,-62.49310344827586,-62.435344827586206,-62.0,1.2759231774128657,1.0910107015457784,0.9413793103448276,4.022509760316398,8.0,-0.02038179158769912,-64.0,-62.0,2.0,-60.0,-67.0,7.0,-0.7012455923449131,0.1030794002377764
3,indoor,0.5,X-d0.5m0dbm_in_M-R_bluetooth_le_null_D.csv,D,C,-68.36655948553054,-68.22489959839358,-68.0,3.9676970726303837,3.4116479358153797,3.292604501607717,5.599012639702096,10.0,-0.05794226054694482,-73.0,-64.0,9.0,-62.0,-75.0,13.0,-0.23649941405221794,-1.4886148896348677
4,indoor,0.5,X-d0.5m0dbm_in_M-R_bluetooth_le_null_D.csv,D,C,-70.51006711409396,-70.80416666666666,-74.0,4.962644903670318,4.678167650105843,3.7449664429530203,10.170747619287152,10.0,-0.07026388605061536,-74.0,-64.0,10.0,-62.0,-80.0,18.0,0.5940190339218335,-1.5292850272237137
5,indoor,0.5,X-d0.5m0dbm_in_M-R_bluetooth_le_null_D.csv,D,C,-69.83641975308642,-69.81153846153846,-70.0,1.538293702016732,1.245941929583902,1.1944444444444444,3.038156535581605,7.0,-0.021993079869504252,-71.0,-68.0,3.0,-66.0,-72.0,6.0,-0.06602179608562868,-1.1937837914765532
6,indoor,0.5,X-d0.5m0dbm_in_M-R_bluetooth_le_null_D.csv,D,C,-69.03921568627452,-68.60975609756098,-67.0,6.553717416921129,5.839600153787003,5.317647058823529,15.371560131183871,21.0,-0.0947411453385481,-76.0,-62.0,14.0,-60.0,-87.0,27.0,-0.515154865974207,-1.1937845316614124
1,indoor,0.8,X-d0.8m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,-53.646239554317546,-53.72318339100346,-54.0,1.341299735912737,1.102970957705169,1.0724233983286908,2.6923465307075443,6.0,-0.024967832579404773,-55.0,-53.0,2.0,-51.0,-56.0,5.0,0.3310161383847093,-0.44557538600050695
2,indoor,0.8,X-d0.8m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,-53.5635838150289,-53.6294964028777,-53.0,1.3926319114470889,1.167362758528517,1.1184971098265897,2.619357961888133,6.0,-0.02596200407695125,-55.0,-53.0,2.0,-51.0,-56.0,5.0,0.2345291521717067,-0.6560454149175774
3,indoor,0.8,X-d0.8m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,-53.49873417721519,-53.51419558359621,-53.0,1.4866148708850477,1.2239833360038457,1.1974683544303797,2.669433694635064,6.0,-0.027752654529621425,-55.0,-53.0,2.0,-51.0,-56.0,5.0,0.19710130790863337,-0.7320251868506307
4,indoor,0.8,X-d0.8m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,-71.88285714285715,-71.425,-67.0,6.505055812647966,6.015102040816321,5.54,15.694620608872416,9.0,-0.0903658603267778,-80.0,-66.0,14.0,-66.0,-86.0,20.0,-0.5521650475522291,-1.4232530523757951
5,indoor,0.8,X-d0.8m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,-72.01775147928994,-71.53308823529412,-70.0,6.347946113111561,5.691852526172049,5.224852071005917,13.213755032483585,13.0,-0.08801369904209629,-80.0,-66.0,14.0,-66.0,-86.0,20.0,-0.573915377474563,-1.2443861777170058
6,indoor,0.8,X-d0.8m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,-75.77811550151975,-75.7433962264151,-83.0,8.5048053905143,8.349534834304917,8.224924012158056,15.908842911076068,12.0,-0.11206230534494234,-84.0,-67.0,17.0,-66.0,-89.0,23.0,0.045163057169819255,-1.8716532635056087
1,indoor,0.8,X-d0.8m0dbm_in_M-R_bluetooth_le_null_B.csv,B,A,-52.868167202572344,-52.859437751004016,-52.0,1.2412205950198818,1.1144839279990904,1.1061093247588425,2.675133554278419,6.0,-0.02343987927667673,-54.0,-52.0,2.0,-50.0,-55.0,5.0,-0.09901308577698076,-1.1075167391451661
2,indoor,0.8,X-d0.8m0dbm_in_M-R_bluetooth_le_null_B.csv,B,A,-52.97352941176471,-52.974264705882355,-53.0,1.3178620443217708,1.1554498269896185,1.15,2.3501809731333836,6.0,-0.024841134796808207,-54.0,-52.0,2.0,-51.0,-56.0,5.0,0.17584570813252606,-1.2029973273031913
3,indoor,0.8,X-d0.8m0dbm_in_M-R_bluetooth_le_null_B.csv,B,A,-53.30744336569579,-53.377510040160644,-54.0,1.1812838056165909,0.9895790785601318,0.8932038834951457,2.6929775742371316,6.0,-0.022123942168060205,-54.0,-52.0,2.0,-51.0,-56.0,5.0,0.458467632694636,-0.3398054738398608
4,indoor,0.8,X-d0.8m0dbm_in_M-R_bluetooth_le_null_B.csv,B,A,-72.1015625,-71.88349514563107,-69.0,6.4368301098246485,6.133056640625,5.71875,12.79123945052898,9.0,-0.08909995362027719,-79.0,-66.0,13.0,-65.0,-84.0,19.0,-0.28559486226458536,-1.6465828054606644
5,indoor,0.8,X-d0.8m0dbm_in_M-R_bluetooth_le_null_B.csv,B,A,-72.31620553359684,-72.17733990147784,-69.0,6.651382347466692,6.461028917808416,6.201581027667984,12.91410754342147,10.0,-0.09179442227637584,-79.0,-66.0,13.0,-65.0,-85.0,20.0,-0.15617526632931844,-1.7688214675312435
6,indoor,0.8,X-d0.8m0dbm_in_M-R_bluetooth_le_null_B.csv,B,A,-75.19485294117646,-75.19724770642202,-82.0,8.064928582512344,7.821474913494804,7.6213235294117645,15.506426850942828,11.0,-0.10705639255924539,-82.0,-66.0,16.0,-65.0,-88.0,23.0,0.08599829350291902,-1.790935060313696
1,indoor,0.8,X-d0.8m0dbm_in_M-R_bluetooth_le_null_C.csv,C,D,-73.9203187250996,-73.57711442786069,-72.0,3.3059984116765646,2.91487436707354,2.1593625498007967,12.298465688941915,9.0,-0.04463463147696077,-78.0,-72.0,6.0,-71.0,-88.0,17.0,-1.0991615949540694,0.008090284850737817
2,indoor,0.8,X-d0.8m0dbm_in_M-R_bluetooth_le_null_C.csv,C,D,-71.76958525345623,-71.42285714285714,-70.0,4.159148362942432,3.590010405827258,3.087557603686636,9.646553546187485,11.0,-0.05781772307807673,-77.0,-68.0,9.0,-67.0,-82.0,15.0,-0.7939177448350012,-0.9461758703742689
3,indoor,0.8,X-d0.8m0dbm_in_M-R_bluetooth_le_null_C.csv,C,D,-76.67469879518072,-76.95522388059702,-81.0,5.905386620598902,5.671263366719895,4.670682730923695,11.444326020872872,4.0,-0.07686390135655838,-81.0,-69.0,12.0,-69.0,-82.0,13.0,0.521398391816864,-1.7016703683252152
4,indoor,0.8,X-d0.8m0dbm_in_M-R_bluetooth_le_null_C.csv,C,D,-69.27734375,-69.2864077669903,-70.0,0.9966779993125787,0.878509521484375,0.81640625,3.071727715071639,6.0,-0.014358654706081279,-70.0,-68.0,2.0,-68.0,-74.0,6.0,-0.2332707247309576,0.7079149925728312
5,indoor,0.8,X-d0.8m0dbm_in_M-R_bluetooth_le_null_C.csv,C,D,-70.99625468164794,-70.71162790697674,-69.0,4.420983906531521,4.1149125391014145,3.4794007490636703,9.965374923092272,7.0,-0.06215394268076593,-77.0,-67.0,10.0,-67.0,-82.0,15.0,-0.6189375729911889,-1.4564197620117212
6,indoor,0.8,X-d0.8m0dbm_in_M-R_bluetooth_le_null_C.csv,C,D,-69.07986111111111,-69.125,-70.0,1.5652622699324295,1.4040557484567902,1.21875,3.3319776317055885,6.0,-0.022619362757288056,-70.0,-67.0,3.0,-66.0,-71.0,5.0,0.503869681391603,-1.3417237889387965
1,indoor,0.8,X-d0.8m0dbm_in_M-R_bluetooth_le_null_D.csv,D,C,-72.12132352941177,-71.89449541284404,-71.0,3.167522180789139,2.769544766435983,2.2830882352941178,5.967125701336763,7.0,-0.04383854889837739,-77.0,-70.0,7.0,-68.0,-78.0,10.0,-0.8071623041304498,-1.0678606844464764
2,indoor,0.8,X-d0.8m0dbm_in_M-R_bluetooth_le_null_D.csv,D,C,-70.23178807947019,-70.15702479338843,-69.0,4.300882561996241,3.8067628612780116,3.4172185430463577,7.037204667825677,11.0,-0.06113693113257113,-76.0,-66.0,10.0,-64.0,-78.0,14.0,-0.39297020653047315,-1.4360930381760502
3,indoor,0.8,X-d0.8m0dbm_in_M-R_bluetooth_le_null_D.csv,D,C,-75.71786833855799,-76.17120622568093,-79.0,5.5254153065316975,5.132653963699257,4.141065830721003,11.000299783145467,9.0,-0.0728592616791699,-80.0,-68.0,12.0,-66.0,-82.0,16.0,0.7127251403344305,-1.425434592361977
4,indoor,0.8,X-d0.8m0dbm_in_M-R_bluetooth_le_null_D.csv,D,C,-67.47101449275362,-67.46846846846847,-67.0,1.2041868111521716,1.059283763915144,1.0217391304347827,3.0614355588937574,7.0,-0.01781510686863501,-69.0,-66.0,3.0,-65.0,-71.0,6.0,-0.0994787395905753,-1.0321480299398256
5,indoor,0.8,X-d0.8m0dbm_in_M-R_bluetooth_le_null_D.csv,D,C,-69.30201342281879,-69.09166666666667,-67.0,4.339474588417694,4.071708481599936,3.422818791946309,7.957535290475497,8.0,-0.06251171154098034,-75.0,-66.0,9.0,-64.0,-76.0,12.0,-0.5061868527339543,-1.5685101365756748
6,indoor,0.8,X-d0.8m0dbm_in_M-R_bluetooth_le_null_D.csv,D,C,-67.41129032258064,-67.53355704697987,-68.0,1.9090312954255566,1.695759625390227,1.5026881720430108,3.9864895955835546,9.0,-0.0282810736496142,-69.0,-65.0,4.0,-63.0,-71.0,8.0,0.5815951327915821,-1.1656552010502428
1,indoor,1.0,X-d1.0m0dbm_in_M-R_bluetooth_le_null_C.csv,C,D,-75.38602941176471,-75.56422018348624,-76.0,2.714228541368157,2.4217398356401354,2.2095588235294117,4.802335469480243,8.0,-0.03593815163792141,-78.0,-72.0,6.0,-70.0,-80.0,10.0,0.5229775552139483,-1.3413513714810494
2,indoor,1.0,X-d1.0m0dbm_in_M-R_bluetooth_le_null_C.csv,C,D,-81.12631578947368,-80.82096069868996,-80.0,4.608417219189582,4.090341643582636,3.7228070175438597,8.29449537571731,11.0,-0.05670570797413569,-86.0,-77.0,9.0,-76.0,-90.0,14.0,-0.5213539635171256,-1.3014150691429218
3,indoor,1.0,X-d1.0m0dbm_in_M-R_bluetooth_le_null_C.csv,C,D,-73.0179856115108,-72.78125,-71.0,3.289250664636289,3.10949226230526,2.528776978417266,6.385679918521816,4.0,-0.04496603664175202,-77.0,-70.0,7.0,-70.0,-78.0,8.0,-0.5804253790404019,-1.5629226516591643
38,indoor,1.0,X-d1.0m0dbm_in_R-1_bluetooth_le_null_A.csv,A,B,-33.299161230195715,-33.27823050058207,-33.0,2.0002260238671017,1.6848372619815928,1.6616961789375582,3.3604639498014035,8.0,-0.06004036320937249,-35.0,-31.0,4.0,-30.0,-37.0,7.0,-0.07288606205500778,-1.1720814172620295
38,indoor,1.0,X-d1.0m0dbm_in_R-1_bluetooth_le_null_B.csv,B,A,-32.71836734693878,-32.74111675126903,-33.0,1.4394434075431992,0.9508704706372336,0.7795918367346939,2.7939974520848794,6.0,-0.04390508698001245,-33.0,-33.0,0.0,-30.0,-36.0,6.0,0.3419961306026498,0.8217343836167741
39,indoor,1.0,X-d1.0m0dbm_in_R-2_bluetooth_le_null_A.csv,A,B,-32.76833976833977,-32.559036144578315,-32.0,2.5523318019883496,2.2235953548694862,2.055984555984556,5.056972806365359,10.0,-0.07785257667182541,-35.0,-30.0,5.0,-29.0,-38.0,9.0,-0.47828263549940525,-1.0844431750552628
39,indoor,1.0,X-d1.0m0dbm_in_R-2_bluetooth_le_null_B.csv,B,A,-31.93470790378007,-31.935622317596568,-32.0,1.3942733247253796,0.7633117228185798,0.718213058419244,4.0218909106403755,8.0,-0.04358504260053651,-32.0,-32.0,0.0,-29.0,-37.0,8.0,-0.20072832186430856,2.057504208201297
52,indoor,1.0,X-d1.0m0dbm_in_R-2_bluetooth_le_null_D.csv,D,C,-72.92216981132076,-73.0,-73.0,0.39028268767252733,0.1540806336774637,0.08726415094339622,4.498198232144253,4.0,-0.005345729261414548,-73.0,-73.0,0.0,-67.0,-74.0,7.0,9.067847518329215,125.0485290443327
40,indoor,1.0,X-d1.0m0dbm_in_R-3_bluetooth_le_null_A.csv,A,B,-31.513837638376383,-31.330645161290324,-30.0,3.6244262685306636,3.3785759997821456,3.0378228782287824,6.4640927437676075,10.0,-0.11495756692761477,-35.0,-28.0,7.0,-27.0,-37.0,10.0,-0.44111517731575484,-1.4897655193353903
40,indoor,1.0,X-d1.0m0dbm_in_R-3_bluetooth_le_null_B.csv,B,A,-28.99013157894737,-28.799180327868854,-29.0,1.5992679789323683,0.9093447022160633,0.9046052631578947,4.381582141579974,5.0,-0.05507513592742938,-29.0,-28.0,1.0,-27.0,-34.0,7.0,-1.5678272339568988,3.5656989701072126
67,indoor,1.0,X-d1.0m0dbm_in_R-3_bluetooth_le_null_D.csv,D,C,-72.80779569892474,-72.7248322147651,-73.0,3.9245088307343274,3.298885709330559,3.264784946236559,5.7294082248097435,14.0,-0.053866079415307695,-77.0,-69.0,8.0,-66.0,-80.0,14.0,-0.1235018526220897,-1.393720528624274
41,indoor,1.0,X-d1.0m0dbm_in_R-4_bluetooth_le_null_A.csv,A,B,-39.97783461210571,-40.0234291799787,-40.0,1.6707235408941556,1.3278039782576094,1.3213981244671782,2.9016550755884776,8.0,-0.04177342887326469,-41.0,-39.0,2.0,-37.0,-44.0,7.0,0.117593472154214,-0.858633081332222
41,indoor,1.0,X-d1.0m0dbm_in_R-4_bluetooth_le_null_B.csv,B,A,-38.98583569405099,-38.890459363957596,-39.0,1.497089200815899,1.176560280557584,1.1756373937677054,3.033097923864628,7.0,-0.03834641857321917,-41.0,-38.0,3.0,-37.0,-43.0,6.0,-0.6600895164766772,-0.6700534941609666
42,indoor,1.0,X-d1.0m0dbm_in_R-5_bluetooth_le_null_A.csv,A,B,-34.76274328081557,-34.77341040462428,-35.0,2.514016787545397,2.1474917993783165,2.0852641334569046,3.4900205429189746,7.0,-0.07228576645575306,-38.0,-32.0,6.0,-31.0,-38.0,7.0,-0.024174642196715317,-1.46407635778218
42,indoor,1.0,X-d1.0m0dbm_in_R-5_bluetooth_le_null_B.csv,B,A,-34.76223776223776,-34.82608695652174,-35.0,2.0103523020501877,1.3264707320651392,1.1818181818181819,3.6707664468260006,7.0,-0.05773030597921738,-35.0,-35.0,0.0,-31.0,-38.0,7.0,0.5029421907910814,0.022877475029474237
53,indoor,1.0,X-d1.0m0dbm_in_R-5_bluetooth_le_null_D.csv,D,C,-70.60526315789474,-70.72916666666667,-71.0,0.7863774532164306,0.6071518509191628,0.46172248803827753,3.1624795559029995,7.0,-0.011124329999506249,-71.0,-70.0,1.0,-67.0,-73.0,6.0,1.2833054605770684,3.847867433921693
43,indoor,1.0,X-d1.0m0dbm_in_R-6_bluetooth_le_null_A.csv,A,B,-62.14402451481103,-61.769426751592356,-61.0,5.866501602014031,4.927324686652594,4.876404494382022,13.190520914787632,27.0,-0.09435347504306997,-66.0,-57.0,9.0,-52.0,-78.0,26.0,-0.4842727058830802,-0.6416317701722605
43,indoor,1.0,X-d1.0m0dbm_in_R-6_bluetooth_le_null_B.csv,B,A,-59.98924731182796,-59.626666666666665,-59.0,4.491420346359875,3.6658573245461903,3.5913978494623655,11.507157442994124,19.0,-0.07466888758565006,-63.0,-56.0,7.0,-53.0,-73.0,20.0,-0.6570880732497855,-0.040196039100918846
54,indoor,1.0,X-d1.0m0dbm_in_R-6_bluetooth_le_null_D.csv,D,C,-71.1590909090909,-71.12411347517731,-71.0,0.5038057699354535,0.3458161157024778,0.25,1.6332418475918165,5.0,-0.007069927697597783,-71.0,-71.0,0.0,-69.0,-73.0,4.0,-0.13524960138389314,3.225935027072053
68,indoor,1.0,X-d1.0m0dbm_in_R-8_bluetooth_le_null_D.csv,D,C,-73.07222222222222,-72.96875,-73.0,3.498508413429627,2.8946604938271645,2.875,5.932393505333513,13.0,-0.047844145739765184,-76.0,-69.0,7.0,-68.0,-81.0,13.0,-0.14896178493716833,-1.2732805743774167
69,indoor,1.0,X-d1.0m0dbm_in_R-9_bluetooth_le_null_D.csv,D,C,-71.20040080160321,-71.35162094763092,-72.0,2.6259287589475115,2.325733631591843,2.090180360721443,4.493690556294754,9.0,-0.03684384102782536,-74.0,-68.0,6.0,-67.0,-75.0,8.0,0.4163408673564271,-1.3748686729799298
1,indoor,1.5,X-d1.5m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,-67.45128205128205,-67.01910828025478,-67.0,1.8532323106822297,1.0340039447731744,0.7076923076923077,9.648654200397987,8.0,-0.027404584003831067,-67.0,-67.0,0.0,-66.0,-79.0,13.0,-3.548210186079247,15.353308501470472
2,indoor,1.5,X-d1.5m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,-67.93,-67.14375,-67.0,3.1678504355334645,1.9517000000000047,1.31,13.213361326265899,9.0,-0.04651731024710105,-67.0,-67.0,0.0,-66.0,-84.0,18.0,-2.908115095436737,8.111973350592708
3,indoor,1.5,X-d1.5m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,-66.45933014354067,-66.09467455621302,-66.0,1.2362791301306546,0.7955861816350367,0.45933014354066987,3.58545555037363,5.0,-0.018557484338130883,-66.0,-66.0,0.0,-66.0,-70.0,4.0,-2.4272686060406543,4.026543017139134
4,indoor,1.5,X-d1.5m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,-64.78453038674033,-63.827586206896555,-63.0,4.388492961448458,3.344037117304118,2.6243093922651934,13.216964167066758,11.0,-0.06755244247083973,-66.0,-62.0,4.0,-62.0,-79.0,17.0,-1.724445338345997,1.7569007663335885
5,indoor,1.5,X-d1.5m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,-64.12041884816755,-63.130718954248366,-62.0,4.118143658502448,3.1017790082508796,2.1204188481675392,12.486802556271014,8.0,-0.064056802869769,-64.0,-62.0,2.0,-62.0,-78.0,16.0,-1.8060393764620544,1.7046192190753082
6,indoor,1.5,X-d1.5m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,-63.93582887700535,-62.90728476821192,-62.0,4.020933092989909,2.939975406788875,1.9358288770053476,13.413930857273819,8.0,-0.06272175701257991,-62.0,-62.0,0.0,-62.0,-79.0,17.0,-2.0416260892041063,2.864474950655442
1,indoor,1.5,X-d1.5m0dbm_in_M-R_bluetooth_le_null_B.csv,B,A,-71.59550561797752,-71.37062937062937,-67.0,5.944758090764908,5.69132685267012,5.303370786516854,13.261598928012218,11.0,-0.08291585887418661,-78.0,-66.0,12.0,-65.0,-83.0,18.0,-0.3397524292918494,-1.6844145143003482
2,indoor,1.5,X-d1.5m0dbm_in_M-R_bluetooth_le_null_B.csv,B,A,-73.25714285714285,-73.12252964426878,-78.0,6.185603644566929,5.958820861677992,5.498412698412698,11.528424411091262,12.0,-0.08430273391002487,-78.0,-66.0,12.0,-65.0,-83.0,18.0,0.13861007857267557,-1.720419596511124
3,indoor,1.5,X-d1.5m0dbm_in_M-R_bluetooth_le_null_B.csv,B,A,-71.24161073825503,-70.5,-65.5,7.954120128990784,7.349533804783581,6.241610738255034,18.13963003490166,9.0,-0.1114624303488043,-82.0,-65.0,17.0,-65.0,-87.0,22.0,-0.6933352935182389,-1.3694010837609394
4,indoor,1.5,X-d1.5m0dbm_in_M-R_bluetooth_le_null_B.csv,B,A,-67.0,-66.67241379310344,-68.0,4.446350733264934,3.888888888888889,3.7708333333333335,8.030625048055203,13.0,-0.06624812928152127,-69.0,-62.0,7.0,-62.0,-78.0,16.0,-0.32853206483807007,-0.889550800893923
5,indoor,1.5,X-d1.5m0dbm_in_M-R_bluetooth_le_null_B.csv,B,A,-65.47857142857143,-64.95535714285714,-63.5,4.109553267618735,3.7239795918367293,3.4857142857142858,10.675096554464705,12.0,-0.0626496291258863,-69.0,-62.0,7.0,-61.0,-77.0,16.0,-0.7036243010012111,-0.8666261643403175
6,indoor,1.5,X-d1.5m0dbm_in_M-R_bluetooth_le_null_B.csv,B,A,-66.94545454545455,-66.69683257918552,-69.0,4.564294070097566,4.125355371900818,3.981818181818182,7.446911306448547,11.0,-0.06805522236729604,-69.0,-62.0,7.0,-61.0,-78.0,17.0,-0.27020690806152503,-1.1448746627877908
1,indoor,1.5,X-d1.5m0dbm_in_M-R_bluetooth_le_null_C.csv,C,D,-76.93214285714286,-77.20982142857143,-79.0,4.624118908337387,4.156862244897957,3.567857142857143,8.808901448012186,14.0,-0.05999903286044916,-80.0,-71.0,9.0,-68.0,-84.0,16.0,0.675620625208697,-1.2801736856599832
2,indoor,1.5,X-d1.5m0dbm_in_M-R_bluetooth_le_null_C.csv,C,D,-94.00709219858156,-93.83185840707965,-94.0,3.435209057028485,2.8869272169407996,2.8865248226950353,8.409576575564984,15.0,-0.03647717178983963,-96.0,-90.0,6.0,-89.0,-105.0,16.0,-0.2298366361088521,-0.7579832693068878
3,indoor,1.5,X-d1.5m0dbm_in_M-R_bluetooth_le_null_C.csv,C,D,-86.72368421052632,-86.86475409836065,-87.0,1.9824223220555688,1.5402527700831044,1.480263157894737,7.08604918208787,12.0,-0.022821436741755914,-88.0,-85.0,3.0,-78.0,-90.0,12.0,0.9404789117320114,1.9354457800433433
4,indoor,1.5,X-d1.5m0dbm_in_M-R_bluetooth_le_null_C.csv,C,D,-77.08259587020649,-77.14652014652015,-78.0,2.542937380201854,2.3259108431009192,2.079646017699115,4.59319167757559,6.0,-0.032941080102235475,-80.0,-74.0,6.0,-72.0,-80.0,8.0,0.3033908229995363,-1.547073876047242
1,indoor,1.5,X-d1.5m0dbm_in_M-R_bluetooth_le_null_D.csv,D,C,-75.04632152588556,-75.2135593220339,-77.0,4.36147207002981,3.8898647996495628,3.4795640326975477,8.092611460259011,17.0,-0.058037834076087425,-78.0,-69.0,9.0,-67.0,-84.0,17.0,0.4850445242562204,-1.2831077457109146
2,indoor,1.5,X-d1.5m0dbm_in_M-R_bluetooth_le_null_D.csv,D,C,-92.20775623268698,-92.08650519031141,-93.0,3.493413756448803,3.0225213127584967,3.0027700831024933,5.800621347671049,15.0,-0.037833822449926335,-95.0,-89.0,6.0,-86.0,-100.0,14.0,-0.10279296954758736,-1.1119856552652272
3,indoor,1.5,X-d1.5m0dbm_in_M-R_bluetooth_le_null_D.csv,D,C,-84.75630252100841,-84.70383275261324,-84.0,1.6925135215363916,1.419485441235317,1.4173669467787116,5.301410467602444,10.0,-0.019941188346205715,-86.0,-83.0,3.0,-82.0,-91.0,9.0,-0.41989569942118704,-0.3094799970654978
4,indoor,1.5,X-d1.5m0dbm_in_M-R_bluetooth_le_null_D.csv,D,C,-75.61394101876675,-75.91973244147157,-77.0,2.7446955227567407,2.462290392369661,2.008042895442359,5.98408029427941,7.0,-0.03625011208295649,-78.0,-72.0,6.0,-70.0,-78.0,8.0,0.8033462557713555,-1.0989528709503056
1,indoor,1.8,X-d1.8m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,-72.2994923857868,-72.08176100628931,-73.0,2.7565598469818746,1.8147336957922118,1.7969543147208122,5.817546818399643,6.0,-0.03803006785033364,-73.0,-72.0,1.0,-68.0,-80.0,12.0,-0.4570407206069062,0.8749635176296633
2,indoor,1.8,X-d1.8m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,-72.78612716763006,-72.66187050359713,-72.0,2.852056281044602,1.8980921514250402,1.7572254335260116,6.130305231412575,6.0,-0.03907065134755432,-73.0,-72.0,1.0,-68.0,-79.0,11.0,-0.6389917679720646,0.43249284127800625
3,indoor,1.8,X-d1.8m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,-72.42405063291139,-72.234375,-72.0,2.8132858223861796,1.78649254927095,1.6898734177215189,9.429392387512406,7.0,-0.03872151396082079,-73.0,-72.0,1.0,-68.0,-84.0,16.0,-0.7794670226384502,1.7360339375025724
4,indoor,1.8,X-d1.8m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,-70.15121951219513,-70.12121212121212,-71.0,3.6125544945492503,2.6523259964307004,2.234146341463415,6.528430606190406,8.0,-0.05137091898818773,-71.0,-68.0,3.0,-63.0,-77.0,14.0,0.22904207797663198,-0.22115971856361272
5,indoor,1.8,X-d1.8m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,-69.57456140350877,-69.35326086956522,-71.0,4.382450210879587,3.701100338565706,3.68859649122807,6.479292241495645,9.0,-0.06285097491221851,-71.0,-65.0,6.0,-64.0,-77.0,13.0,-0.3799209855283879,-0.9565978869811218
6,indoor,1.8,X-d1.8m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,-69.26728110599079,-69.20571428571428,-69.0,2.3516126222750247,1.495296141349359,1.336405529953917,4.7449603893553896,9.0,-0.0338715171962427,-69.0,-69.0,0.0,-65.0,-75.0,10.0,-0.4803028813987291,0.5463078280164093
1,indoor,1.8,X-d1.8m0dbm_in_M-R_bluetooth_le_null_B.csv,B,A,-74.85663082437276,-74.82222222222222,-72.0,4.587387006028072,4.155111059724315,3.960573476702509,10.254226945735077,11.0,-0.06117238315567781,-79.0,-72.0,7.0,-67.0,-84.0,17.0,-0.12829996879113006,-0.9770394253557724
2,indoor,1.8,X-d1.8m0dbm_in_M-R_bluetooth_le_null_B.csv,B,A,-75.24561403508773,-75.20087336244542,-73.0,4.556687940966731,4.120160049245921,4.112280701754386,9.337189197246776,12.0,-0.060451187556249036,-79.0,-72.0,7.0,-67.0,-84.0,17.0,-0.07914040212457508,-0.9660295157890539
3,indoor,1.8,X-d1.8m0dbm_in_M-R_bluetooth_le_null_B.csv,B,A,-75.77881619937695,-75.94552529182879,-78.0,3.478189161652477,3.1208742151182567,2.607476635514019,9.367550164169868,8.0,-0.04582767809910621,-78.0,-72.0,6.0,-67.0,-83.0,16.0,0.5440838324290916,-0.48274455646200964
4,indoor,1.8,X-d1.8m0dbm_in_M-R_bluetooth_le_null_B.csv,B,A,-67.84958217270194,-67.58131487889273,-70.0,3.9922681688728354,3.6639380513807303,3.6100278551532035,6.638455500554945,10.0,-0.058757974650463576,-71.0,-64.0,7.0,-62.0,-76.0,14.0,-0.2949764235295423,-1.1040908180494604
5,indoor,1.8,X-d1.8m0dbm_in_M-R_bluetooth_le_null_B.csv,B,A,-67.44542772861357,-66.98534798534799,-66.0,4.214563512456614,3.7665004655372014,3.5929203539823007,8.893306241879705,11.0,-0.06239626454809472,-71.0,-64.0,7.0,-62.0,-76.0,14.0,-0.6333599160198284,-0.8708817778985019
6,indoor,1.8,X-d1.8m0dbm_in_M-R_bluetooth_le_null_B.csv,B,A,-67.30575539568345,-67.28125,-67.0,2.237690589560981,1.5855545779203954,1.5503597122302157,5.4608353882182215,11.0,-0.03318679550177009,-68.0,-67.0,1.0,-63.0,-74.0,11.0,-0.20296077091820422,0.8437864050900736
1,indoor,1.8,X-d1.8m0dbm_in_M-R_bluetooth_le_null_C.csv,C,D,-72.68693009118542,-72.27547169811321,-70.0,5.849941056455204,5.240879149305705,4.4316109422492405,11.686792097661792,18.0,-0.0803589282863293,-81.0,-68.0,13.0,-66.0,-85.0,19.0,-0.6985738915742594,-1.2135725099034007
2,indoor,1.8,X-d1.8m0dbm_in_M-R_bluetooth_le_null_C.csv,C,D,-74.14825581395348,-74.17753623188406,-74.0,1.617541374318983,1.357372228231475,1.316860465116279,2.350274794791547,5.0,-0.021783231013184773,-76.0,-72.0,4.0,-72.0,-77.0,5.0,0.10022026490147277,-1.43818454563039
