,distance,experiment,rx_label,tx_label,run,mean,trim_mean,median,std,dis1,dis2,conteo,cv,q1,q3,q3q1_ran,max,min,range,skew,kur,len
0,0.0,X-d0.0m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,1,-31.7,-32.0,-33.0,2.0024984394500787,1.8200000000000003,1.3,3.0,-0.06317029777445043,-33.0,-30.0,3.0,-28.0,-33.0,5.0,0.9295121517935443,-1.049160142038919,10
1,0.0,X-d0.0m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,2,-32.7,-32.625,-33.0,1.6155494421403511,1.0799999999999983,0.9,3.0,-0.0494051817168303,-33.0,-33.0,0.0,-30.0,-36.0,6.0,0.07683945028016469,0.3020214030915591,10
2,0.0,X-d0.0m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,3,-28.0,-28.0,-28.0,0.0,0.0,0.0,1.0,-0.0,-28.0,-28.0,0.0,-28.0,-28.0,0.0,0.0,-3.0,10
3,0.0,X-d0.0m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,4,-36.5,-36.5,-36.5,1.5,1.5,1.5,2.0,-0.0410958904109589,-38.0,-35.0,3.0,-35.0,-38.0,3.0,0.0,-2.0,10
4,0.0,X-d0.0m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,5,-37.4,-37.25,-38.0,1.8,1.4400000000000006,1.2,3.0,-0.04812834224598931,-38.0,-35.75,2.25,-35.0,-41.0,6.0,-0.11111111111111335,-0.4444444444444451,10
5,0.0,X-d0.0m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,6,-38.0,-38.0,-38.0,0.0,0.0,0.0,1.0,-0.0,-38.0,-38.0,0.0,-38.0,-38.0,0.0,0.0,-3.0,10
6,0.0,X-d0.0m0dbm_in_M-R_bluetooth_le_null_B.csv,B,A,1,-29.2,-29.0,-29.0,1.469693845669907,1.1199999999999997,1.0,3.0,-0.0503319810160927,-29.0,-28.0,1.0,-28.0,-32.0,4.0,-1.1642636431747215,-0.18724279835390734,10
7,0.0,X-d0.0m0dbm_in_M-R_bluetooth_le_null_B.csv,B,A,2,-31.1,-31.25,-32.0,1.374772708486752,1.2599999999999993,0.9,2.0,-0.044204910240731574,-32.0,-29.75,2.25,-29.0,-32.0,3.0,0.8728715609439724,-1.2380952380952344,10
8,0.0,X-d0.0m0dbm_in_M-R_bluetooth_le_null_B.csv,B,A,3,-29.1,-28.75,-29.0,1.4456832294800963,0.9600000000000009,0.9,4.0,-0.049679836064608116,-29.0,-28.0,1.0,-28.0,-33.0,5.0,-1.8110342326675384,2.445319475286732,10
9,0.0,X-d0.0m0dbm_in_M-R_bluetooth_le_null_B.csv,B,A,4,-37.9,-38.125,-38.0,1.9209372712298547,1.3600000000000008,1.3,4.0,-0.050684360718465826,-39.5,-38.0,1.5,-34.0,-40.0,6.0,0.7889102768573464,-0.3530085707361166,10
10,0.0,X-d0.0m0dbm_in_M-R_bluetooth_le_null_B.csv,B,A,5,-35.4,-35.0,-35.0,1.5620499351813313,0.9199999999999988,0.6,3.0,-0.04412570438365343,-35.0,-35.0,0.0,-34.0,-40.0,6.0,-2.4683831278866526,4.5885514646600445,10
11,0.0,X-d0.0m0dbm_in_M-R_bluetooth_le_null_B.csv,B,A,6,-34.7,-34.75,-35.0,0.8999999999999999,0.6799999999999983,0.5,3.0,-0.02593659942363112,-35.0,-35.0,0.0,-33.0,-36.0,3.0,1.0205761316872524,-0.010059442158194543,10
12,0.0,X-d0.0m0dbm_in_M-R_bluetooth_le_null_C.csv,C,D,1,-43.8,-44.0,-46.0,2.749545416973504,2.6400000000000006,2.2,3.0,-0.06277500951994303,-46.0,-40.5,5.5,-40.0,-46.0,6.0,0.5126388532528044,-1.6412194507432627,10
13,0.0,X-d0.0m0dbm_in_M-R_bluetooth_le_null_C.csv,C,D,2,-44.7,-45.0,-46.0,2.0024984394500787,1.819999999999999,1.3,3.0,-0.044798622806489455,-46.0,-43.0,3.0,-41.0,-46.0,5.0,0.9295121517935496,-1.0491601420389125,10
14,0.0,X-d0.0m0dbm_in_M-R_bluetooth_le_null_C.csv,C,D,3,-43.6,-43.5,-42.0,1.9595917942265426,1.9200000000000004,1.6,2.0,-0.044944765922627125,-46.0,-42.0,4.0,-42.0,-46.0,4.0,-0.40824829046386096,-1.8333333333333344,10
15,0.5,X-d0.5m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,1,-50.8,-50.75,-50.0,1.7776388834631178,1.3599999999999994,1.2,4.0,-0.03499289140675429,-51.0,-50.0,1.0,-48.0,-54.0,6.0,-0.7305950546519671,-0.2637397852908139,10
16,0.5,X-d0.5m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,2,-50.9,-50.625,-48.0,3.5623026261113755,3.4799999999999995,2.9,3.0,-0.06998629913774805,-55.0,-48.0,7.0,-48.0,-56.0,8.0,-0.427115032622863,-1.7899502037120865,10
17,0.5,X-d0.5m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,3,-52.1,-52.125,-52.5,3.1764760348537187,3.1,3.1,5.0,-0.06096882984364143,-55.0,-49.25,5.75,-48.0,-56.0,8.0,0.09135542093459975,-1.81084412733368,10
18,0.5,X-d0.5m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,4,-69.4,-69.125,-68.0,1.9595917942265424,1.7600000000000022,1.4,4.0,-0.028236193000382454,-71.25,-68.0,3.25,-68.0,-73.0,5.0,-0.8675276172357,-1.084635416666677,10
19,0.5,X-d0.5m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,5,-68.5,-68.0,-68.0,1.5,0.9,0.5,2.0,-0.021897810218978103,-68.0,-68.0,0.0,-68.0,-73.0,5.0,-2.6666666666666665,5.111111111111111,10
20,0.5,X-d0.5m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,6,-68.0,-67.875,-66.0,2.449489742783178,2.4,2.0,2.0,-0.036021907982105555,-71.0,-66.0,5.0,-66.0,-71.0,5.0,-0.408248290463863,-1.8333333333333333,10
21,0.5,X-d0.5m0dbm_in_M-R_bluetooth_le_null_B.csv,B,A,1,-50.8,-50.625,-50.0,2.181742422927143,1.6799999999999984,1.2,3.0,-0.04294768549069179,-50.0,-50.0,0.0,-48.0,-55.0,7.0,-1.180923357936347,0.030647553138909878,10
22,0.5,X-d0.5m0dbm_in_M-R_bluetooth_le_null_B.csv,B,A,2,-52.3,-52.5,-54.0,2.8301943396169813,2.580000000000001,1.9,3.0,-0.054114614524225266,-54.0,-49.5,4.5,-48.0,-55.0,7.0,0.8352942095630609,-1.2404999368766607,10
23,0.5,X-d0.5m0dbm_in_M-R_bluetooth_le_null_B.csv,B,A,3,-49.5,-49.125,-48.0,2.3345235059857505,1.9,1.5,4.0,-0.04716209103001516,-49.75,-48.0,1.75,-48.0,-54.0,6.0,-1.2732692802615655,-0.13618382291052944,10
24,0.5,X-d0.5m0dbm_in_M-R_bluetooth_le_null_B.csv,B,A,4,-69.3,-69.125,-68.0,1.6155494421403511,1.5599999999999994,1.3,3.0,-0.023312401762487032,-71.0,-68.0,3.0,-68.0,-72.0,4.0,-0.5037252851699393,-1.6004756242568332,10
25,0.5,X-d0.5m0dbm_in_M-R_bluetooth_le_null_B.csv,B,A,5,-67.7,-68.0,-68.0,0.9,0.5399999999999977,0.3,2.0,-0.013293943870014771,-68.0,-68.0,0.0,-65.0,-68.0,3.0,2.6666666666666767,5.111111111111146,10
26,0.5,X-d0.5m0dbm_in_M-R_bluetooth_le_null_B.csv,B,A,6,-68.5,-68.5,-68.5,1.5,1.5,1.5,2.0,-0.021897810218978103,-70.0,-67.0,3.0,-67.0,-70.0,3.0,0.0,-2.0,10
27,0.5,X-d0.5m0dbm_in_M-R_bluetooth_le_null_C.csv,C,D,1,-66.4,-66.375,-66.0,0.4898979485566356,0.48000000000000115,0.4,2.0,-0.007377981152961379,-67.0,-66.0,1.0,-66.0,-67.0,1.0,-0.4082482904638281,-1.8333333333333521,10
28,0.5,X-d0.5m0dbm_in_M-R_bluetooth_le_null_C.csv,C,D,2,-62.2,-62.125,-62.0,0.4,0.3200000000000017,0.2,2.0,-0.006430868167202572,-62.0,-62.0,0.0,-62.0,-63.0,1.0,-1.4999999999999787,0.24999999999995737,10
29,0.5,X-d0.5m0dbm_in_M-R_bluetooth_le_null_C.csv,C,D,3,-73.6,-73.75,-75.0,2.3748684174075834,2.1600000000000024,1.6,3.0,-0.03226723393216825,-75.0,-71.25,3.75,-70.0,-76.0,6.0,0.8188583572923315,-1.2391730798249663,10
30,0.5,X-d0.5m0dbm_in_M-R_bluetooth_le_null_C.csv,C,D,4,-73.1,-73.25,-76.0,5.448853090330111,4.860000000000002,3.9,5.0,-0.07453971395800427,-76.0,-67.5,8.5,-65.0,-80.0,15.0,0.681236367783247,-1.2180276237183612,10
31,0.5,X-d0.5m0dbm_in_M-R_bluetooth_le_null_C.csv,C,D,5,-71.1,-71.125,-71.5,0.9433981132056604,0.9,0.9,3.0,-0.01326860918714009,-72.0,-70.0,2.0,-70.0,-72.0,2.0,0.20008948746185656,-1.8464840297942227,10
32,0.5,X-d0.5m0dbm_in_M-R_bluetooth_le_null_C.csv,C,D,6,-68.6,-67.75,-68.0,4.004996878900157,2.2799999999999954,1.8,4.0,-0.058381878701168476,-68.0,-68.0,0.0,-64.0,-80.0,16.0,-2.1250261733929645,3.7567801195266313,10
33,0.5,X-d0.5m0dbm_in_M-R_bluetooth_le_null_D.csv,D,C,1,-64.6,-64.75,-65.0,0.66332495807108,0.5600000000000023,0.4,3.0,-0.010268188205434677,-65.0,-64.25,0.75,-63.0,-65.0,2.0,1.3979162339514235,0.6115702479338361,10
34,0.5,X-d0.5m0dbm_in_M-R_bluetooth_le_null_D.csv,D,C,2,-63.1,-62.875,-62.5,2.256102834535695,1.9200000000000004,1.9,5.0,-0.03575440308297456,-64.0,-61.0,3.0,-61.0,-67.0,6.0,-0.7116257990290936,-0.9031384007318182,10
35,0.5,X-d0.5m0dbm_in_M-R_bluetooth_le_null_D.csv,D,C,3,-66.8,-66.25,-64.0,4.284857057125709,3.919999999999999,2.8,3.0,-0.06414456672343877,-70.75,-64.0,6.75,-64.0,-74.0,10.0,-0.8850136217353524,-1.1984279550600165,10
36,0.5,X-d0.5m0dbm_in_M-R_bluetooth_le_null_D.csv,D,C,4,-71.8,-71.75,-73.5,5.528109984434102,4.6800000000000015,4.2,5.0,-0.07699317527066994,-74.0,-66.25,7.75,-64.0,-80.0,16.0,0.3543053139265625,-1.160665826046435,10
37,0.5,X-d0.5m0dbm_in_M-R_bluetooth_le_null_D.csv,D,C,5,-68.7,-68.875,-69.0,1.4177446878757827,1.3,1.3,4.0,-0.020636749459618377,-70.0,-68.0,2.0,-66.0,-70.0,4.0,0.5137442694611938,-1.1065567683968185,10
38,0.5,X-d0.5m0dbm_in_M-R_bluetooth_le_null_D.csv,D,C,6,-66.0,-66.0,-66.0,0.0,0.0,0.0,1.0,-0.0,-66.0,-66.0,0.0,-66.0,-66.0,0.0,0.0,-3.0,10
39,0.8,X-d0.8m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,1,-54.2,-54.5,-55.0,1.6000000000000005,1.2799999999999983,0.8,2.0,-0.02952029520295204,-55.0,-55.0,0.0,-51.0,-55.0,4.0,1.500000000000005,0.25000000000001066,10
40,0.8,X-d0.8m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,2,-54.5,-54.5,-55.0,1.02469507659596,0.9,0.7,3.0,-0.018801744524696514,-55.0,-53.5,1.5,-53.0,-56.0,3.0,0.557657184542019,-1.1292517006802723,10
41,0.8,X-d0.8m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,3,-52.9,-52.875,-53.0,1.5779733838059504,1.3200000000000003,1.3,4.0,-0.02982936453319377,-54.5,-51.25,3.25,-51.0,-55.0,4.0,-0.16492100977504748,-1.417815841679973,10
42,0.8,X-d0.8m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,4,-78.6,-80.0,-80.0,4.199999999999999,2.5200000000000045,1.4,2.0,-0.053435114503816786,-80.0,-80.0,0.0,-66.0,-80.0,14.0,2.6666666666666634,5.1111111111111,10
43,0.8,X-d0.8m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,5,-70.4,-70.375,-71.0,2.4979991993593593,1.7599999999999967,1.4,3.0,-0.03548294317271817,-71.0,-71.0,0.0,-66.0,-75.0,9.0,0.4588287484030449,0.07741617357002317,10
44,0.8,X-d0.8m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,6,-75.1,-75.125,-76.5,8.383913167489272,8.3,8.3,4.0,-0.11163666001983052,-83.0,-66.0,17.0,-66.0,-84.0,18.0,0.0437600033491725,-1.9406329985760478,10
45,0.8,X-d0.8m0dbm_in_M-R_bluetooth_le_null_B.csv,B,A,1,-52.5,-52.5,-52.0,1.02469507659596,0.9,0.7,3.0,-0.019518001458970664,-53.5,-52.0,1.5,-51.0,-54.0,3.0,-0.557657184542019,-1.1292517006802723,10
46,0.8,X-d0.8m0dbm_in_M-R_bluetooth_le_null_B.csv,B,A,2,-53.6,-53.75,-54.0,0.66332495807108,0.5599999999999994,0.4,3.0,-0.012375465635654477,-54.0,-53.25,0.75,-52.0,-54.0,2.0,1.3979162339514553,0.6115702479338951,10
47,0.8,X-d0.8m0dbm_in_M-R_bluetooth_le_null_B.csv,B,A,3,-53.4,-53.5,-54.0,0.8,0.7200000000000003,0.6,3.0,-0.014981273408239702,-54.0,-53.0,1.0,-52.0,-54.0,2.0,0.8437499999999944,-0.9218750000000062,10
48,0.8,X-d0.8m0dbm_in_M-R_bluetooth_le_null_B.csv,B,A,4,-74.6,-75.125,-79.0,5.535341001239218,5.280000000000001,4.4,3.0,-0.074200281517952,-79.0,-70.0,9.0,-66.0,-79.0,13.0,0.5634811028843619,-1.4997477656811373,10
49,0.8,X-d0.8m0dbm_in_M-R_bluetooth_le_null_B.csv,B,A,5,-72.5,-72.625,-74.0,6.591661399070799,6.5,6.5,4.0,-0.09091946757339033,-79.0,-65.25,13.75,-65.0,-79.0,14.0,0.073322054174136,-1.9219451216363135,10
50,0.8,X-d0.8m0dbm_in_M-R_bluetooth_le_null_B.csv,B,A,6,-81.1,-82.25,-82.0,3.7269290307168443,2.2200000000000046,1.5,3.0,-0.04595473527394383,-82.75,-82.0,0.75,-70.0,-83.0,13.0,2.593696471951989,4.890722694668212,10
51,0.8,X-d0.8m0dbm_in_M-R_bluetooth_le_null_C.csv,C,D,1,-75.9,-75.0,-72.5,5.804308744372579,5.280000000000001,4.7,6.0,-0.0764731059864635,-80.0,-71.0,9.0,-71.0,-88.0,17.0,-0.8090529093196952,-0.7098459660616294,10
52,0.8,X-d0.8m0dbm_in_M-R_bluetooth_le_null_C.csv,C,D,2,-72.2,-71.875,-70.0,3.1559467676119,2.8800000000000012,2.2,3.0,-0.04371117406664681,-75.5,-70.0,5.5,-70.0,-77.0,7.0,-0.8467472214839081,-1.2508830502733856,10
53,0.8,X-d0.8m0dbm_in_M-R_bluetooth_le_null_C.csv,C,D,3,-75.4,-75.375,-75.0,6.406246951218788,6.4,6.4,3.0,-0.0849634874166948,-82.0,-69.0,13.0,-69.0,-82.0,13.0,-0.005659680342888601,-1.992926598497544,10
54,0.8,X-d0.8m0dbm_in_M-R_bluetooth_le_null_C.csv,C,D,4,-69.7,-69.75,-70.0,0.45825756949558405,0.4199999999999989,0.3,2.0,-0.006574714053021292,-70.0,-69.25,0.75,-69.0,-70.0,1.0,0.8728715609439881,-1.2380952380952166,10
55,0.8,X-d0.8m0dbm_in_M-R_bluetooth_le_null_C.csv,C,D,5,-73.4,-73.75,-77.0,4.431703961232067,4.3199999999999985,3.6,4.0,-0.060377438163924615,-77.0,-68.25,8.75,-67.0,-77.0,10.0,0.43925305666411363,-1.7657384862349144,10
56,0.8,X-d0.8m0dbm_in_M-R_bluetooth_le_null_C.csv,C,D,6,-68.1,-68.125,-68.0,1.3747727084867518,1.3,1.3,4.0,-0.020187558127558767,-69.0,-67.0,2.0,-66.0,-70.0,4.0,-0.050802048520560875,-1.5068447131939187,10
57,0.8,X-d0.8m0dbm_in_M-R_bluetooth_le_null_D.csv,D,C,1,-70.5,-70.0,-69.0,3.2939338184001206,2.6,1.9,4.0,-0.046722465509221565,-69.75,-69.0,0.75,-68.0,-77.0,9.0,-1.4018227976966684,0.12058017796088283,10
58,0.8,X-d0.8m0dbm_in_M-R_bluetooth_le_null_D.csv,D,C,2,-71.9,-71.75,-69.5,3.3600595232822883,3.280000000000001,2.9,3.0,-0.04673239948932251,-76.0,-69.0,7.0,-69.0,-76.0,7.0,-0.3871878770412188,-1.8255697094319128,10
59,0.8,X-d0.8m0dbm_in_M-R_bluetooth_le_null_D.csv,D,C,3,-74.3,-74.375,-78.0,5.1778373863998475,5.040000000000001,4.3,4.0,-0.06968825553701007,-78.0,-68.0,10.0,-68.0,-80.0,12.0,0.36635065929814525,-1.804298445649487,10
60,0.8,X-d0.8m0dbm_in_M-R_bluetooth_le_null_D.csv,D,C,4,-68.2,-68.125,-68.5,1.4000000000000001,1.2,1.2,5.0,-0.02052785923753666,-69.0,-67.0,2.0,-66.0,-71.0,5.0,-0.29737609329445475,-0.58558933777593,10
61,0.8,X-d0.8m0dbm_in_M-R_bluetooth_le_null_D.csv,D,C,5,-70.7,-70.75,-71.0,4.561797891182818,4.5,4.5,4.0,-0.0645233082204076,-75.0,-67.0,8.0,-65.0,-76.0,11.0,0.05840030312173948,-1.8846671366596617,10
62,0.8,X-d0.8m0dbm_in_M-R_bluetooth_le_null_D.csv,D,C,6,-69.7,-69.75,-70.0,0.7810249675906653,0.6199999999999989,0.5,4.0,-0.011205523207900506,-70.0,-69.25,0.75,-68.0,-71.0,3.0,0.6800647393157208,0.15425960763236635,10
63,1.0,X-d1.0m0dbm_in_M-R_bluetooth_le_null_C.csv,C,D,1,-78.5,-78.5,-78.5,0.5,0.5,0.5,2.0,-0.006369426751592357,-79.0,-78.0,1.0,-78.0,-79.0,1.0,0.0,-2.0,10
64,1.0,X-d1.0m0dbm_in_M-R_bluetooth_le_null_C.csv,C,D,2,-80.7,-80.125,-77.0,5.88302643203309,5.380000000000001,3.9,4.0,-0.07289995578727497,-86.0,-77.0,9.0,-76.0,-90.0,14.0,-0.8706578998902258,-1.2202028948315085,10
65,1.0,X-d1.0m0dbm_in_M-R_bluetooth_le_null_C.csv,C,D,3,-75.8,-76.25,-77.0,2.6758176320519302,2.120000000000002,1.4,4.0,-0.035301024169550534,-77.0,-77.0,0.0,-70.0,-78.0,8.0,1.4769150408176495,0.31690646359351504,10
66,1.0,X-d1.0m0dbm_in_R-1_bluetooth_le_null_A.csv,A,B,38,-33.6,-33.375,-33.0,0.9165151389911681,0.7200000000000003,0.6,3.0,-0.02727723627949905,-34.0,-33.0,1.0,-33.0,-36.0,3.0,-1.6522211689296522,1.8231292517006707,10
67,1.0,X-d1.0m0dbm_in_R-1_bluetooth_le_null_B.csv,B,A,38,-33.0,-33.0,-33.0,1.3416407864998738,0.6,0.6,3.0,-0.040655781409087086,-33.0,-33.0,0.0,-30.0,-36.0,6.0,0.0,1.9999999999999991,10
68,1.0,X-d1.0m0dbm_in_R-2_bluetooth_le_null_A.csv,A,B,39,-31.0,-30.625,-30.0,2.0,1.6,1.0,2.0,-0.06451612903225806,-30.0,-30.0,0.0,-30.0,-35.0,5.0,-1.5,0.25,10
69,1.0,X-d1.0m0dbm_in_R-2_bluetooth_le_null_B.csv,B,A,39,-31.1,-31.125,-32.0,1.374772708486752,1.2799999999999998,1.1,4.0,-0.044204910240731574,-32.0,-30.0,2.0,-29.0,-33.0,4.0,0.41103475621171337,-1.3724699756445777,10
70,1.0,X-d1.0m0dbm_in_R-2_bluetooth_le_null_D.csv,D,C,52,-72.4,-73.0,-73.0,1.8,1.0799999999999954,0.6,2.0,-0.024861878453038673,-73.0,-73.0,0.0,-67.0,-73.0,6.0,2.6666666666666767,5.111111111111146,10
71,1.0,X-d1.0m0dbm_in_R-3_bluetooth_le_null_A.csv,A,B,40,-35.8,-35.75,-35.0,0.9797958971132712,0.9599999999999994,0.8,2.0,-0.02736860047802434,-37.0,-35.0,2.0,-35.0,-37.0,2.0,-0.4082482904638717,-1.8333333333333284,10
72,1.0,X-d1.0m0dbm_in_R-3_bluetooth_le_null_B.csv,B,A,40,-29.0,-29.0,-29.0,0.0,0.0,0.0,1.0,-0.0,-29.0,-29.0,0.0,-29.0,-29.0,0.0,0.0,-3.0,10
73,1.0,X-d1.0m0dbm_in_R-3_bluetooth_le_null_D.csv,D,C,67,-73.1,-73.125,-72.5,2.808914381037628,1.9599999999999966,1.9,4.0,-0.03842564132746413,-73.0,-72.0,1.0,-68.0,-78.0,10.0,-0.43912341521424275,-0.051766928344583185,10
74,1.0,X-d1.0m0dbm_in_R-4_bluetooth_le_null_A.csv,A,B,41,-40.8,-40.875,-42.0,1.9899748742132397,1.8400000000000005,1.6,4.0,-0.048773893975814706,-42.0,-38.5,3.5,-38.0,-43.0,5.0,0.4842454928067072,-1.4698500153045633,10
75,1.0,X-d1.0m0dbm_in_R-4_bluetooth_le_null_B.csv,B,A,41,-39.1,-38.875,-39.0,1.0440306508910548,0.5800000000000012,0.5,3.0,-0.026701551173684265,-39.0,-39.0,0.0,-38.0,-42.0,4.0,-1.9086226527526022,3.199562326403492,10
76,1.0,X-d1.0m0dbm_in_R-5_bluetooth_le_null_A.csv,A,B,42,-33.9,-33.625,-32.0,2.467792535850613,2.28,1.9,4.0,-0.0727962399955933,-35.75,-32.0,3.75,-32.0,-38.0,6.0,-0.7138267618078425,-1.2089753856358212,10
77,1.0,X-d1.0m0dbm_in_R-5_bluetooth_le_null_B.csv,B,A,42,-33.7,-33.5,-35.0,2.368543856465402,2.1599999999999993,1.9,3.0,-0.07028320048858759,-35.0,-31.0,4.0,-31.0,-38.0,7.0,-0.08850402658873115,-1.192885126826618,10
78,1.0,X-d1.0m0dbm_in_R-5_bluetooth_le_null_D.csv,D,C,53,-69.8,-69.875,-70.0,0.4,0.3200000000000017,0.2,2.0,-0.005730659025787966,-70.0,-70.0,0.0,-69.0,-70.0,1.0,1.4999999999999787,0.24999999999995737,10
79,1.0,X-d1.0m0dbm_in_R-6_bluetooth_le_null_A.csv,A,B,43,-63.8,-63.25,-62.5,4.044749683231337,3.1599999999999993,3.0,7.0,-0.06339733045817142,-65.5,-62.0,3.5,-59.0,-73.0,14.0,-0.9433582348938069,0.21020916900305764,10
80,1.0,X-d1.0m0dbm_in_R-6_bluetooth_le_null_B.csv,B,A,43,-59.8,-59.625,-59.0,2.638181191654584,2.1199999999999988,1.8,6.0,-0.04411674233536094,-60.5,-58.25,2.25,-56.0,-65.0,9.0,-0.8051524049044932,-0.3668252080856105,10
81,1.0,X-d1.0m0dbm_in_R-6_bluetooth_le_null_D.csv,D,C,54,-71.0,-71.0,-71.0,0.0,0.0,0.0,1.0,-0.0,-71.0,-71.0,0.0,-71.0,-71.0,0.0,0.0,-3.0,10
82,1.0,X-d1.0m0dbm_in_R-8_bluetooth_le_null_D.csv,D,C,68,-74.0,-73.75,-73.0,2.449489742783178,2.2,1.8,4.0,-0.03310121274031321,-76.0,-72.0,4.0,-72.0,-78.0,6.0,-0.816496580927726,-1.1666666666666667,10
83,1.0,X-d1.0m0dbm_in_R-9_bluetooth_le_null_D.csv,D,C,69,-71.2,-71.125,-70.0,1.8867962264113207,1.680000000000001,1.4,4.0,-0.026499947000158997,-73.25,-70.0,3.25,-69.0,-74.0,5.0,-0.6931671529929188,-1.2783739426840084,10
84,1.5,X-d1.5m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,1,-67.0,-67.0,-67.0,0.0,0.0,0.0,1.0,-0.0,-67.0,-67.0,0.0,-67.0,-67.0,0.0,0.0,-3.0,10
85,1.5,X-d1.5m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,2,-66.3,-66.25,-66.0,0.45825756949558394,0.4199999999999989,0.3,2.0,-0.006911878876253151,-66.75,-66.0,0.75,-66.0,-67.0,1.0,-0.8728715609439882,-1.2380952380952157,10
86,1.5,X-d1.5m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,3,-67.2,-67.0,-66.0,1.8330302779823362,1.680000000000001,1.2,2.0,-0.02727723627949905,-69.0,-66.0,3.0,-66.0,-70.0,4.0,-0.8728715609439651,-1.2380952380952428,10
87,1.5,X-d1.5m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,4,-62.4,-62.0,-62.0,1.2,0.7199999999999989,0.4,2.0,-0.019230769230769232,-62.0,-62.0,0.0,-62.0,-66.0,4.0,-2.66666666666667,5.111111111111125,10
88,1.5,X-d1.5m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,5,-65.1,-64.375,-62.0,4.657252408878007,3.7399999999999975,3.1,4.0,-0.07153997555880195,-65.75,-62.0,3.75,-62.0,-74.0,12.0,-1.2195319366769848,-0.21478433375610884,10
89,1.5,X-d1.5m0dbm_in_M-R_bluetooth_le_null_A.csv,A,B,6,-63.2,-62.0,-62.0,3.6,2.1600000000000024,1.2,2.0,-0.056962025316455694,-62.0,-62.0,0.0,-62.0,-74.0,12.0,-2.6666666666666647,5.111111111111105,10
90,1.5,X-d1.5m0dbm_in_M-R_bluetooth_le_null_B.csv,B,A,1,-73.4,-73.25,-74.5,6.726068688320095,6.4,6.4,4.0,-0.09163581319237185,-79.0,-66.25,12.75,-65.0,-83.0,18.0,0.08857417248865089,-1.6499611854958056,10
91,1.5,X-d1.5m0dbm_in_M-R_bluetooth_le_null_B.csv,B,A,2,-76.8,-77.25,-78.0,5.268775948927796,3.9200000000000017,3.2,3.0,-0.06860385350166401,-78.0,-78.0,0.0,-67.0,-83.0,16.0,0.9540191150702859,-0.2210507520202003,10
92,1.5,X-d1.5m0dbm_in_M-R_bluetooth_le_null_B.csv,B,A,3,-71.8,-71.375,-65.0,8.328265125462806,8.16,6.8,2.0,-0.11599255049391095,-82.0,-65.0,17.0,-65.0,-82.0,17.0,-0.408248290463864,-1.8333333333333333,10
93,1.5,X-d1.5m0dbm_in_M-R_bluetooth_le_null_B.csv,B,A,4,-63.6,-62.375,-62.0,3.903844259188627,2.560000000000001,1.6,3.0,-0.061381199043846334,-62.0,-62.0,0.0,-62.0,-75.0,13.0,-2.4397513877252988,4.296153925641182,10
94,1.5,X-d1.5m0dbm_in_M-R_bluetooth_le_null_B.csv,B,A,5,-62.2,-62.0,-62.0,1.32664991614216,1.0800000000000012,1.0,5.0,-0.02132877678685145,-62.75,-61.0,1.75,-61.0,-65.0,4.0,-0.9148128295711627,-0.3956611570248021,10
95,1.5,X-d1.5m0dbm_in_M-R_bluetooth_le_null_B.csv,B,A,6,-68.9,-69.0,-69.0,2.0223748416156684,0.9799999999999954,0.9,3.0,-0.02935231990733916,-69.0,-69.0,0.0,-64.0,-73.0,9.0,0.5890095245934494,2.1354128681679416,10
96,1.5,X-d1.5m0dbm_in_M-R_bluetooth_le_null_C.csv,C,D,1,-82.1,-82.0,-82.0,0.30000000000000004,0.17999999999999544,0.1,2.0,-0.0036540803897685756,-82.0,-82.0,0.0,-82.0,-83.0,1.0,-2.666666666666724,5.111111111111315,10
97,1.5,X-d1.5m0dbm_in_M-R_bluetooth_le_null_C.csv,C,D,2,-96.0,-96.125,-95.0,3.1304951684997055,2.4,2.2,6.0,-0.032609324671871935,-97.5,-95.0,2.5,-90.0,-101.0,11.0,-0.09778722933672548,-0.31153685964181665,10
98,1.5,X-d1.5m0dbm_in_M-R_bluetooth_le_null_C.csv,C,D,3,-87.4,-87.5,-87.5,0.66332495807108,0.6,0.6,3.0,-0.007589530412712586,-88.0,-87.0,1.0,-86.0,-88.0,2.0,0.6578429336242372,-0.6280991735536969,10
